name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal,New_name
Matt Wells,26.0,Australia,2004,2004-08-29,Hockey,1,0,0,1,Matt Wells
Timo Weß,22.0,Germany,2004,2004-08-29,Hockey,0,0,1,1,Timo Wess
Matthias Witthaus,22.0,Germany,2004,2004-08-29,Hockey,0,0,1,1,Matthias Witthaus
Christopher Zeller,19.0,Germany,2004,2004-08-29,Hockey,0,0,1,1,Christopher Zeller
Julia Zwehl,28.0,Germany,2004,2004-08-29,Hockey,1,0,0,1,Julia Zwehl
Magdalena Aicega,26.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Magdalena Aicega
Katie Allen,26.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Katie Allen
Alyson Annan,27.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Alyson Annan
Mariela Antoniska,25.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Mariela Antoniska
Inés Arrondo,22.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Ines Arrondo
Lucha Aymar,23.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Lucha Aymar
Minke Booij,23.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Minke Booij
Ageeth Boomgaardt,27.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Ageeth Boomgaardt
Michael Brennan,24.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Michael Brennan
Jacques Brinkman,34.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Jacques Brinkman
Jaap-Derk Buma,28.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Jaap Derk Buma
Adam Commens,24.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Adam Commens
Stephen Davies,31.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Stephen Davies
Teun de Nooijer,24.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Teun de Nooijer
Julie Deiters,25.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Julie Deiters
Jeroen Delmeé,27.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Jeroen Delmee
Damon Diletti,29.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Damon Diletti
Mijntje Donners,26.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Mijntje Donners
Lachlan Dreher,33.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Lachlan Dreher
Jason Duff,27.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Jason Duff
Marten Eikelboom,26.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Marten Eikelboom
Troy Elder,22.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Troy Elder
Jimmy Elmer,29.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Jimmy Elmer
Renita Farrell-Garard,28.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Renita Farrell Garard
María Paz Ferrari,27.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Maria Paz Ferrari
Anabel Gambero,28.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Anabel Gambero
Gang Geon-Uk,29.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Gang Geon Uk
Sole García,19.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Sole Garcia
Paul Gaudoin,25.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Paul Gaudoin
Piet-Hein Geeris,28.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Piet Hein Geeris
Han Hyeong-Bae,24.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Han Hyeong Bae
Juliet Haslam,31.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Juliet Haslam
Rechelle Hawkes,33.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Rechelle Hawkes
Maripi Hernández,23.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Maripi Hernandez
Stephen Holt,26.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Stephen Holt
Nikki Hudson,24.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Nikki Hudson
Hwang Jong-Hyeon,25.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Hwang Jong Hyeon
Im Jeong-U,22.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Im Jeong U
Im Jong-Cheon,22.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Im Jong Cheon
Rachel Imison,21.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Rachel Imison
Ronald Jansen,36.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Ronald Jansen
Erik Jazet,29.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Erik Jazet
Jeon Jong-Gwon,21.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Jeon Jong Gwon
Jeon Jong-Ha,27.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Jeon Jong Ha
Ji Seong-Hwan,26.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Ji Seong Hwan
Kim Cheong-Hwan,29.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Kim Cheong Hwan
Kim Gyeong-Seok,28.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Kim Gyeong Seok
Kim Jeong-Cheol,23.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Kim Jeong Cheol
Kim Yong-Bae,26.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Kim Yong Bae
Kim Yun,26.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Kim Yun
Brent Livermore,24.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Brent Livermore
Bram Lomans,25.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Bram Lomans
Clover Maitland,28.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Clover Maitland
Laura Maiztegui,21.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Laura Maiztegui
Mechi Margalot,25.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Mechi Margalot
Karina Masotta,29.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Karina Masotta
Claire Mitchell-Taverner,30.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Claire Mitchell Taverner
Fátima Moreira de Melo,22.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Fatima Moreira de Melo
Jenny Morris,27.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Jenny Morris
Vanina Oneto,27.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Vanina Oneto
Alison Peek,30.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Alison Peek
Triny Powell,28.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Triny Powell
Lisa Powell-Carruthers,30.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Lisa Powell Carruthers
Jorgelina Rimoldi,28.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Jorgelina Rimoldi
Ceci Rognoni,23.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Ceci Rognoni
Seo Jong-Ho,20.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Seo Jong Ho
Clarinda Sinnige,27.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Clarinda Sinnige
Angie Skirving-Lambert,19.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Angie Skirving Lambert
Hanneke Smabers,26.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Hanneke Smabers
Minke Smabers,21.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Minke Smabers
Song Seong-Tae,28.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Song Seong Tae
Daniel Sproule,26.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Daniel Sproule
Jay Stacy,32.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Jay Stacy
Kate Starre,28.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Kate Starre
Ayelén Stepnik,24.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Ayelen Stepnik
Margje Teeuwen,26.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Margje Teeuwen
Carole Thate,28.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Carole Thate
Daphne Touw,30.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Daphne Touw
Julie Towers,23.0,Australia,2000,2000-10-01,Hockey,1,0,0,1,Julie Towers
Fleur van de Kieft,26.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Fleur van de Kieft
Dillianne van den Boogaard,26.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Dillianne van den Boogaard
Macha van der Vaart,28.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Macha van der Vaart
Sander van der Weide,24.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Sander van der Weide
Suzan van der Wielen,28.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Suzan van der Wielen
Wouter van Pelt,32.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Wouter van Pelt
Diederik van Weel,26.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Diederik van Weel
Remco van Wijk,27.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Remco van Wijk
Stephan Veen,30.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Stephan Veen
Myrna Veenstra,25.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1,Myrna Veenstra
Craig Victory,20.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Craig Victory
Guus Vogels,25.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Guus Vogels
Paola Vukojicic,26.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1,Paola Vukojicic
Matt Wells,22.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Matt Wells
Peter Wind,27.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1,Peter Wind
Yeo Wun-Gon,26.0,South Korea,2000,2000-10-01,Hockey,0,1,0,1,Yeo Wun Gon
Michael York,32.0,Australia,2000,2000-10-01,Hockey,0,0,1,1,Michael York
Luc Abalo,27.0,France,2012,2012-08-12,Handball,1,0,0,1,Luc Abalo
William Accambray,24.0,France,2012,2012-08-12,Handball,1,0,0,1,William Accambray
Macarena Aguilar,27.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Macarena Aguilar
Nely Alberto,29.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Nely Alberto
Mirko Alilovic,26.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Mirko Alilovic
Jessica Alonso,28.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Jessica Alonso
Ida Alstad,27.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Ida Alstad
Vanessa Amorós,29.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Vanessa Amoros
Kim Andersson,29.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Kim Andersson
Mattias Andersson,34.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Mattias Andersson
Ivano Balic,33.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Ivano Balic
Xavier Barachet,23.0,France,2012,2012-08-12,Handball,1,0,0,1,Xavier Barachet
Sonja Barjaktarovic,25.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Sonja Barjaktarovic
Andrea Barno,32.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Andrea Barno
Damir Bicanic,27.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Damir Bicanic
Karoline Dyhre Breivang,32.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Karoline Dyhre Breivang
Andela Bulatovic,25.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Andela Bulatovic
Katarina Bulatovic,27.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Katarina Bulatovic
Denis Buntic,29.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Denis Buntic
Mihaela Ciobanu,39.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Mihaela Ciobanu
Verónica Cuadrado,33.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Veronica Cuadrado
Ivan Cupic,26.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Ivan Cupic
Didier Dinart,35.0,France,2012,2012-08-12,Handball,1,0,0,1,Didier Dinart
Dalibor Doder,33.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Dalibor Doder
Domagoj Duvnjak,24.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Domagoj Duvnjak
Niclas Ekberg,23.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Niclas Ekberg
Kim Ekdahl du Rietz,23.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Kim Ekdahl du Rietz
Patricia Elorza,28.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Patricia Elorza
Beatriz Fernández,27.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Beatriz Fernandez
Begoña Fernández,32.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Begona Fernandez
Jérôme Fernandez,35.0,France,2012,2012-08-12,Handball,1,0,0,1,Jerome Fernandez
Marit Malm Frafjord,26.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Marit Malm Frafjord
Bertrand Gille,34.0,France,2012,2012-08-12,Handball,1,0,0,1,Bertrand Gille
Guillaume Gille,36.0,France,2012,2012-08-12,Handball,1,0,0,1,Guillaume Gille
Jakov Gojun,26.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Jakov Gojun
Kari Aalvik Grimsbø,27.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Kari Aalvik Grimsbo
Michaël Guigou,30.0,France,2012,2012-08-12,Handball,1,0,0,1,Michael Guigou
Mattias Gustafsson,34.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Mattias Gustafsson
Katrine Lunde Haraldsen,32.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Katrine Lunde Haraldsen
Camilla Herrem,25.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Camilla Herrem
Samuel Honrubia,26.0,France,2012,2012-08-12,Handball,1,0,0,1,Samuel Honrubia
Zlatko Horvat,27.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Zlatko Horvat
Johan Jakobsson,25.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Johan Jakobsson
Magnus Jernemyr,36.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Magnus Jernemyr
Kari Mette Johansen,33.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Kari Mette Johansen
Guillaume Joli,27.0,France,2012,2012-08-12,Handball,1,0,0,1,Guillaume Joli
Marija Jovanovic,26.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Marija Jovanovic
Jonas Källman,31.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Jonas Kallman
Nikola Karabatic,28.0,France,2012,2012-08-12,Handball,1,0,0,1,Nikola Karabatic
Daouda Karaboué,36.0,France,2012,2012-08-12,Handball,1,0,0,1,Daouda Karaboue
Tobias Karlsson,31.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Tobias Karlsson
Milena Kneževic,22.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Milena Knezevic
Marko Kopljar,26.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Marko Kopljar
Amanda Kurtovic,21.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Amanda Kurtovic
Blaženko Lackovic,31.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Blazenko Lackovic
Jonas Larholm,30.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Jonas Larholm
Suzana Lazovic,20.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Suzana Lazovic
Marta López,22.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Marta Lopez
Venio Losert,36.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Venio Losert
Kristine Lunde-Borgersen,32.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Kristine Lunde Borgersen
Heidi Løke,29.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Heidi Loke
Marta Mangué,29.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Marta Mangue
Carmen Martín,24.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Carmen Martin
Majda Mehmedovic,22.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Majda Mehmedovic
Radmila Miljanic,24.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Radmila Miljanic
Daniel Narcisse,32.0,France,2012,2012-08-12,Handball,1,0,0,1,Daniel Narcisse
Silvia Navarro,33.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Silvia Navarro
Andreas Nilsson,22.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Andreas Nilsson
Ivan Nincevic,30.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Ivan Nincevic
Tonje Nøstvold,27.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Tonje Nostvold
Thierry Omeyer,35.0,France,2012,2012-08-12,Handball,1,0,0,1,Thierry Omeyer
Fredrik Petersen,28.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Fredrik Petersen
Eli Pinedo,31.0,Spain,2012,2012-08-12,Handball,0,0,1,1,Eli Pinedo
Bojana Popovic,32.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Bojana Popovic
Jova Radicevic,25.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Jova Radicevic
Ana Radovic,25.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Ana Radovic
Linn-Kristin Riegelhuth Koren,27.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Linn Kristin Riegelhuth Koren
Maja Savic,36.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Maja Savic
Johan Sjöstrand,25.0,Sweden,2012,2012-08-12,Handball,0,1,0,1,Johan Sjostrand
Gøril Snorroeggen,27.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Goril Snorroeggen
Cédric Sorhaindo,28.0,France,2012,2012-08-12,Handball,1,0,0,1,Cedric Sorhaindo
Manuel Štrlek,23.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Manuel Strlek
Linn Jørum Sulland,28.0,Norway,2012,2012-08-12,Handball,1,0,0,1,Linn Jorum Sulland
Igor Vori,31.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Igor Vori
Marina Vukcevic,18.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Marina Vukcevic
Drago Vukovic,28.0,Croatia,2012,2012-08-12,Handball,0,0,1,1,Drago Vukovic
Ana Ðokic,33.0,Montenegro,2012,2012-08-12,Handball,0,1,0,1,Ana Dokic
Ragnhild Aamodt,27.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Ragnhild Aamodt
Luc Abalo,23.0,France,2008,2008-08-24,Handball,1,0,0,1,Luc Abalo
Joël Abati,37.0,France,2008,2008-08-24,Handball,1,0,0,1,Joel Abati
An Jeong-Hwa,27.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,An Jeong Hwa
Yekaterina Andryushina,22.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Yekaterina Andryushina
Sturla Ásgeirsson,28.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Sturla Asgeirsson
Arnór Atlason,24.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Arnor Atlason
Bae Min-Hee,20.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Bae Min Hee
David Barrufet,38.0,Spain,2008,2008-08-24,Handball,0,0,1,1,David Barrufet
Jon Belaustegui,29.0,Spain,2008,2008-08-24,Handball,0,0,1,1,Jon Belaustegui
Inna Bliznova,21.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Inna Bliznova
Karoline Dyhre Breivang,28.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Karoline Dyhre Breivang
Cédric Burdet,33.0,France,2008,2008-08-24,Handball,1,0,0,1,Cedric Burdet
Choi Im-Jeong,27.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Choi Im Jeong
David Davis,31.0,Spain,2008,2008-08-24,Handball,0,0,1,1,David Davis
Didier Dinart,31.0,France,2008,2008-08-24,Handball,1,0,0,1,Didier Dinart
Yelena Dmitriyeva,25.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Yelena Dmitriyeva
Alberto Entrerríos,31.0,Spain,2008,2008-08-24,Handball,0,0,1,1,Alberto Entrerrios
Raúl Entrerríos,27.0,Spain,2008,2008-08-24,Handball,0,0,1,1,Raul Entrerrios
Jérôme Fernandez,31.0,France,2008,2008-08-24,Handball,1,0,0,1,Jerome Fernandez
Marit Malm Frafjord,22.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Marit Malm Frafjord
Rubén Garabaya,29.0,Spain,2008,2008-08-24,Handball,0,0,1,1,Ruben Garabaya
Juan García,30.0,Spain,2008,2008-08-24,Handball,0,0,1,1,Juan Garcia
Logi Geirsson,25.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Logi Geirsson
Bertrand Gille,30.0,France,2008,2008-08-24,Handball,1,0,0,1,Bertrand Gille
Guillaume Gille,32.0,France,2008,2008-08-24,Handball,1,0,0,1,Guillaume Gille
Olivier Girault,35.0,France,2008,2008-08-24,Handball,1,0,0,1,Olivier Girault
Kari Aalvik Grimsbø,23.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Kari Aalvik Grimsbo
Michaël Guigou,26.0,France,2008,2008-08-24,Handball,1,0,0,1,Michael Guigou
Róbert Gunnarsson,28.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Robert Gunnarsson
Björgvin Gustavsson,23.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Bjorgvin Gustavsson
Snorri Guðjónsson,26.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Snorri Gudjonsson
Hreiðar Guðmundsson,27.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Hreidar Gudmundsson
Ásgeir Örn Hallgrímsson,24.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Asgeir Orn Hallgrimsson
Gro Hammerseng,28.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Gro Hammerseng
Katrine Lunde Haraldsen,28.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Katrine Lunde Haraldsen
Heo Sun-Yeong,32.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Heo Sun Yeong
José Javier Hombrados,36.0,Spain,2008,2008-08-24,Handball,0,0,1,1,Jose Javier Hombrados
Hong Jeong-Ho,34.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Hong Jeong Ho
Ingimundur Ingimundarson,28.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Ingimundur Ingimundarson
Sverre Jakobsson,31.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Sverre Jakobsson
Kari Mette Johansen,29.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Kari Mette Johansen
Nikola Karabatic,24.0,France,2008,2008-08-24,Handball,1,0,0,1,Nikola Karabatic
Daouda Karaboué,32.0,France,2008,2008-08-24,Handball,1,0,0,1,Daouda Karaboue
Anna Kareyeva,31.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Anna Kareyeva
Christophe Kempé,33.0,France,2008,2008-08-24,Handball,1,0,0,1,Christophe Kempe
Kim Cha-Yeon,27.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Kim Cha Yeon
Kim Nam-Sun,27.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Kim Nam Sun
Kim On-A,19.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Kim On A
Tonje Larsen,33.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Tonje Larsen
Lee Min-Hui,28.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Lee Min Hui
Demetrio Lozano,32.0,Spain,2008,2008-08-24,Handball,0,0,1,1,Demetrio Lozano
Kristine Lunde-Borgersen,28.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Kristine Lunde Borgersen
Cristian Malmagro,25.0,Spain,2008,2008-08-24,Handball,0,0,1,1,Cristian Malmagro
Yekaterina Marennikova,26.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Yekaterina Marennikova
Mun Pil-Hui,25.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Mun Pil Hui
Daniel Narcisse,28.0,France,2008,2008-08-24,Handball,1,0,0,1,Daniel Narcisse
Katja Nyberg,28.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Katja Nyberg
Tonje Nøstvold,23.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Tonje Nostvold
Oh Seong-Ok,35.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Oh Seong Ok
Oh Yeong-Ran,35.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Oh Yeong Ran
Thierry Omeyer,31.0,France,2008,2008-08-24,Handball,1,0,0,1,Thierry Omeyer
Park Jeong-Hui,33.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Park Jeong Hui
Cédric Paty,27.0,France,2008,2008-08-24,Handball,1,0,0,1,Cedric Paty
Alexander Petersson,28.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Alexander Petersson
Irina Poltoratskaya,29.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Irina Poltoratskaya
Yelena Polyonova,24.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Yelena Polyonova
Lyudmila Postnova,23.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Lyudmila Postnova
Carlos Prieto,28.0,Spain,2008,2008-08-24,Handball,0,0,1,1,Carlos Prieto
Linn-Kristin Riegelhuth Koren,24.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Linn Kristin Riegelhuth Koren
Albert Rocas,26.0,Spain,2008,2008-08-24,Handball,0,0,1,1,Albert Rocas
Oksana Romenskaya,32.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Oksana Romenskaya
Iker Romero,28.0,Spain,2008,2008-08-24,Handball,0,0,1,1,Iker Romero
Nataliya Shipilova,28.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Nataliya Shipilova
Mariya Sidorova,28.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Mariya Sidorova
Guðjón Valur Sigurðsson,29.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Gudjon Valur Sigurdsson
Sigfús Sigurðsson,33.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Sigfus Sigurdsson
Gøril Snorroeggen,23.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Goril Snorroeggen
Song Hai-Rim,23.0,South Korea,2008,2008-08-24,Handball,0,0,1,1,Song Hai Rim
Ólafur Stefánsson,35.0,Iceland,2008,2008-08-24,Handball,0,1,0,1,Olafur Stefansson
Inna Suslina,29.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Inna Suslina
Else-Marthe Sørlie Lybekk,29.0,Norway,2008,2008-08-24,Handball,1,0,0,1,Else Marthe Sorlie Lybekk
Víctor Tomás,23.0,Spain,2008,2008-08-24,Handball,0,0,1,1,Victor Tomas
Emiliya Turey,23.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Emiliya Turey
Yana Uskova,22.0,Russia,2008,2008-08-24,Handball,0,1,0,1,Yana Uskova
Kristine Andersen,28.0,Denmark,2004,2004-08-29,Handball,1,0,0,1,Kristine Andersen
Ivano Balic,25.0,Croatia,2004,2004-08-29,Handball,1,0,0,1,Ivano Balic
